area_type,location,total_sqft,bath,balcony,price,ready_to_move,bhk
Built-up  Area,Other,900.0,1,1,30.0,1,1.0
Super built-up  Area,Other,1672.0,3,2,150.0,1,3.0
Super built-up  Area,Other,1500.0,2,2,65.0,1,3.0
Super built-up  Area,Other,1400.0,2,2,65.0,1,2.0
Built-up  Area,Other,1250.0,3,2,139.0,1,3.0
Super built-up  Area,Other,1468.0,3,2,130.0,1,2.0
Super built-up  Area,Other,1166.0,2,1,53.0,1,2.0
Built-up  Area,Other,900.0,2,3,46.0,1,2.0
Built-up  Area,Other,1190.0,3,1,55.0,1,3.0
Built-up  Area,Other,1480.0,2,0,145.0,1,3.0
Super built-up  Area,Other,1500.0,3,2,65.0,1,3.0
Super built-up  Area,Other,820.0,2,2,24.0,1,2.0
Super built-up  Area,Other,2280.0,3,0,285.0,1,3.0
Super built-up  Area,Other,2000.0,3,2,200.0,0,3.0
Super built-up  Area,Other,1033.0,2,2,32.0,0,3.0
Built-up  Area,Other,1460.0,2,3,73.0,1,3.0
Super built-up  Area,Other,1080.0,2,2,75.0,1,3.0
Super built-up  Area,Other,2400.0,2,1,150.0,1,3.0
Built-up  Area,Other,1070.0,2,1,35.0,1,2.0
Super built-up  Area,Other,1125.0,2,1,75.0,1,2.0
Built-up  Area,Other,1596.0,3,0,95.0,1,3.0
Built-up  Area,Other,1639.0,3,3,123.0,1,3.0
Super built-up  Area,Other,920.0,2,3,37.0,1,2.0
Super built-up  Area,Other,1740.0,3,2,199.0,1,3.0
Carpet  Area,Other,1372.0,2,1,90.0,1,3.0
Built-up  Area,Other,885.0,2,3,40.0,1,2.0
Super built-up  Area,Other,6200.0,5,0,720.0,1,5.0
Super built-up  Area,Other,1490.0,2,1,59.6,1,3.0
Built-up  Area,Other,1650.0,4,0,99.0,1,4.0
Built-up  Area,Other,925.0,2,2,63.0,1,2.0
Plot  Area,Other,1200.0,3,1,95.0,1,4.0
Plot  Area,Other,1200.0,2,0,79.0,1,2.0
Super built-up  Area,Other,2500.0,3,0,270.0,0,3.0
Plot  Area,Other,1584.0,3,2,145.0,1,4.0
Super built-up  Area,Other,1570.0,3,1,115.0,1,3.0
Built-up  Area,Other,3000.0,3,3,400.0,1,3.0
Built-up  Area,Other,2400.0,6,0,130.0,1,6.0
Super built-up  Area,Other,1680.0,3,2,85.0,1,3.0
Super built-up  Area,Other,1464.0,2,2,56.0,1,2.0
Built-up  Area,Other,1750.0,3,1,180.0,1,3.0
Plot  Area,Other,1500.0,1,0,160.0,1,2.0
Plot  Area,Other,2100.0,6,0,275.0,1,6.0
Built-up  Area,Other,1200.0,2,3,50.0,1,2.0
Built-up  Area,Other,705.0,1,2,36.5,1,1.0
Super built-up  Area,Other,1340.0,3,3,77.0,1,3.0
Super built-up  Area,Other,1800.0,3,2,70.0,1,3.0
Super built-up  Area,Other,925.0,2,3,42.0,1,2.0
Super built-up  Area,Other,1230.0,2,2,57.0,1,2.0
Plot  Area,Other,1260.0,1,1,41.0,1,1.0
Plot  Area,Other,1200.0,2,1,216.0,1,2.0
Plot  Area,Other,1200.0,2,1,125.0,1,2.0
Built-up  Area,Other,1270.0,2,1,175.0,1,4.0
Built-up  Area,Other,700.0,1,1,162.0,1,1.0
Plot  Area,Other,1200.0,3,2,130.0,1,3.0
Super built-up  Area,Other,3595.0,6,2,360.0,0,4.0
Super built-up  Area,Other,1100.0,2,1,39.5,1,2.0
Super built-up  Area,Other,2500.0,3,2,425.0,1,3.0
Super built-up  Area,Other,3100.0,5,1,385.0,1,4.0
Super built-up  Area,Other,1219.0,2,2,40.0,1,2.0
Plot  Area,Other,1200.0,4,1,150.0,1,4.0
Plot  Area,Other,3259.0,3,0,270.0,1,3.0
Super built-up  Area,Other,3200.0,3,3,190.0,1,4.0
Super built-up  Area,Other,970.0,2,1,40.0,1,2.0
Built-up  Area,Other,596.0,1,1,42.0,1,1.0
Super built-up  Area,Other,10000.0,16,0,550.0,1,16.0
Plot  Area,Other,1200.0,4,3,110.0,1,4.0
Super built-up  Area,Other,1910.0,3,1,190.0,1,3.0
Built-up  Area,Other,1405.0,2,2,70.0,1,3.0
Super built-up  Area,Other,1800.0,3,3,65.0,1,3.0
Built-up  Area,Other,1750.0,3,3,149.0,1,3.0
Super built-up  Area,Other,1360.0,2,1,65.0,1,3.0
Super built-up  Area,Other,985.0,2,1,63.0,0,2.0
Super built-up  Area,Other,1300.0,2,1,129.0,0,2.0
Super built-up  Area,Other,1490.0,2,3,88.0,1,3.0
Super built-up  Area,Other,620.0,1,1,25.0,1,2.0
Plot  Area,Other,4428.0,4,2,255.0,1,4.0
Super built-up  Area,Other,1301.0,2,2,55.0,1,2.0
Super built-up  Area,Other,650.0,1,0,30.0,1,1.0
Super built-up  Area,Other,1500.0,2,2,89.99,1,3.0
Plot  Area,Other,2700.0,6,0,675.0,1,4.0
Plot  Area,Other,1350.0,4,2,145.0,1,4.0
Super built-up  Area,Other,910.0,1,1,42.0,1,1.0
Super built-up  Area,Other,1250.0,3,2,39.0,0,3.0
Plot  Area,Other,4800.0,4,0,700.0,0,4.0
Built-up  Area,Other,532.0,1,1,22.49,1,1.0
Super built-up  Area,Other,1060.0,3,1,62.0,1,3.0
Super built-up  Area,Other,902.0,2,2,42.0,1,2.0
Super built-up  Area,Other,1550.0,2,3,160.0,1,2.0
Super built-up  Area,Other,1374.0,2,2,70.0,1,3.0
Super built-up  Area,Other,2145.0,4,0,125.0,1,4.0
Built-up  Area,Other,1080.0,2,1,55.0,1,2.0
Built-up  Area,Other,1000.0,2,1,80.0,1,2.0
Super built-up  Area,Other,1240.0,2,2,52.6,1,2.0
Built-up  Area,Other,1500.0,2,0,97.0,0,3.0
Super built-up  Area,Other,1865.0,4,2,140.0,0,3.0
Super built-up  Area,Other,1200.0,2,2,49.0,0,2.0
Built-up  Area,Other,3500.0,4,2,245.0,1,4.0
Carpet  Area,Other,1203.0,2,1,59.86,1,2.0
Super built-up  Area,Other,1600.0,3,2,76.0,1,3.0
Plot  Area,Other,815.0,3,2,160.0,1,2.0
Super built-up  Area,Other,1134.0,2,1,40.0,1,2.0
Super built-up  Area,Other,1320.0,2,2,73.0,0,3.0
Plot  Area,Other,2150.0,6,3,205.0,1,6.0
Super built-up  Area,Other,1100.0,2,2,56.1,0,2.0
Built-up  Area,Other,2400.0,5,2,120.0,1,5.0
Plot  Area,Other,1200.0,4,2,300.0,1,4.0
Plot  Area,Other,675.0,3,1,52.0,1,2.0
Super built-up  Area,Other,1801.0,3,2,139.0,1,3.0
Built-up  Area,Other,1350.0,2,2,65.0,1,3.0
Built-up  Area,Other,2990.0,4,0,324.0,1,4.0
Plot  Area,Other,2400.0,2,1,160.0,1,2.0
Super built-up  Area,Other,1250.0,3,2,40.0,0,3.0
Built-up  Area,Other,1150.0,2,1,75.0,0,2.0
Plot  Area,Other,1200.0,3,2,165.0,1,3.0
Super built-up  Area,Other,1400.0,2,2,62.0,1,3.0
Super built-up  Area,Other,1488.0,2,3,60.0,1,3.0
Plot  Area,Other,4500.0,9,0,166.0,1,9.0
Built-up  Area,Other,1853.0,3,2,82.0,1,3.0
Super built-up  Area,Other,861.0,2,1,35.0,1,2.0
Built-up  Area,Other,1256.0,2,1,62.8,1,2.0
Super built-up  Area,Other,1390.0,2,2,80.0,1,3.0
Super built-up  Area,Other,1550.0,2,0,90.0,1,3.0
Built-up  Area,Other,1310.0,2,1,37.83,0,3.0
Built-up  Area,Other,2350.0,3,2,400.0,1,3.0
Plot  Area,Other,2400.0,4,0,500.0,1,4.0
Super built-up  Area,Other,1080.0,2,2,39.0,1,2.0
Plot  Area,Other,1500.0,4,0,110.0,1,4.0
Built-up  Area,Other,1531.0,3,2,72.0,0,3.0
Super built-up  Area,Other,1839.0,3,3,165.0,1,3.0
Plot  Area,Other,4200.0,4,1,760.0,1,4.0
Built-up  Area,Other,1200.0,2,2,55.0,1,2.0
Super built-up  Area,Other,900.0,2,1,70.0,1,2.0
Super built-up  Area,Other,1200.0,6,3,70.0,1,4.0
Plot  Area,Other,1500.0,3,2,149.0,1,3.0
Built-up  Area,Other,1650.0,2,1,52.0,1,3.0
Built-up  Area,Other,1100.0,2,1,38.0,1,2.0
Plot  Area,Other,750.0,2,0,50.0,1,1.0
Built-up  Area,Other,600.0,3,2,75.0,1,2.0
Built-up  Area,Other,1605.0,2,3,85.0,1,3.0
Super built-up  Area,Other,1205.0,2,2,60.0,1,2.0
Plot  Area,Other,1200.0,3,1,46.14,0,2.0
Super built-up  Area,Other,1500.0,1,1,19.5,1,1.0
Plot  Area,Other,2360.0,4,2,600.0,0,4.0
Super built-up  Area,Other,1125.0,2,1,44.0,1,2.0
Plot  Area,Other,1200.0,2,0,70.0,1,2.0
Plot  Area,Other,1200.0,2,1,160.0,1,2.0
Super built-up  Area,Other,1904.0,3,3,155.0,1,3.0
Super built-up  Area,Other,2770.0,4,3,315.0,1,3.0
Built-up  Area,Other,813.0,1,1,39.0,0,1.0
Plot  Area,Other,3884.0,4,3,240.0,1,4.0
Plot  Area,Other,4750.0,2,1,120.0,1,4.0
Super built-up  Area,Other,1630.0,2,2,97.78,1,3.0
Built-up  Area,Other,1090.0,2,1,36.0,1,2.0
Built-up  Area,Other,2425.0,4,3,173.0,1,4.0
Super built-up  Area,Other,1150.0,2,1,56.0,0,2.0
Super built-up  Area,Other,1141.0,2,2,49.0,1,2.0
Super built-up  Area,Other,936.0,2,2,43.0,1,2.0
Built-up  Area,Other,1280.0,2,1,75.0,1,2.0
Super built-up  Area,Other,735.0,1,1,75.0,1,1.0
Built-up  Area,Other,500.0,1,0,24.0,1,1.0
Built-up  Area,Other,1100.0,2,1,50.0,1,2.0
Plot  Area,Other,1200.0,4,0,145.0,1,3.0
Plot  Area,Other,1200.0,2,1,100.0,1,2.0
Plot  Area,Other,1200.0,3,1,160.0,1,3.0
Super built-up  Area,Other,1265.0,2,1,82.0,1,3.0
Built-up  Area,Other,3200.0,5,1,150.0,0,4.0
Super built-up  Area,Other,1196.0,2,2,56.81,1,2.0
Built-up  Area,Other,1850.0,3,3,98.0,1,3.0
Plot  Area,Other,2360.0,4,2,150.0,0,4.0
Super built-up  Area,Other,1030.0,2,1,77.25,1,2.0
Super built-up  Area,Other,1512.0,1,2,65.01,1,2.0
Super built-up  Area,Other,2000.0,3,2,160.0,1,3.0
Built-up  Area,Other,1575.0,3,2,93.0,0,3.0
Built-up  Area,Other,1300.0,2,2,70.0,1,3.0
Carpet  Area,Other,975.0,2,2,50.0,1,2.0
Super built-up  Area,Other,1380.0,2,1,75.0,1,2.0
Super built-up  Area,Other,5800.0,5,0,80.0,0,5.0
Built-up  Area,Other,1000.0,2,2,45.0,1,2.0
Super built-up  Area,Other,3000.0,5,2,100.0,1,4.0
Super built-up  Area,Other,1080.0,2,1,45.0,1,2.0
Plot  Area,Other,3100.0,3,3,250.0,1,3.0
Plot  Area,Other,2100.0,7,0,410.0,1,7.0
Built-up  Area,Other,1190.0,2,2,100.0,1,2.0
Super built-up  Area,Other,1827.0,3,3,100.0,1,3.0
Super built-up  Area,Other,1500.0,3,3,95.0,1,3.0
Super built-up  Area,Other,1180.0,2,2,63.0,1,2.0
Super built-up  Area,Other,1300.0,3,2,47.0,0,3.0
Built-up  Area,Other,1155.0,2,0,60.0,1,3.0
Built-up  Area,Other,1540.0,3,2,68.0,1,3.0
Super built-up  Area,Other,1206.0,2,3,38.5,1,2.0
Super built-up  Area,Other,1645.0,3,2,95.0,1,3.0
Plot  Area,Other,1200.0,4,2,170.0,1,4.0
Plot  Area,Other,1200.0,4,1,140.0,1,4.0
Super built-up  Area,Other,1200.0,2,1,55.0,1,3.0
Super built-up  Area,Other,1161.0,2,2,36.69,0,2.0
Super built-up  Area,Other,1097.0,2,3,65.0,1,2.0
Plot  Area,Other,2400.0,4,0,550.0,1,4.0
Super built-up  Area,Other,6600.0,4,0,986.0,1,4.0
Built-up  Area,Other,1600.0,3,1,165.0,1,4.0
Built-up  Area,Other,620.0,2,1,22.0,1,2.0
Built-up  Area,Other,900.0,2,2,110.0,1,2.0
Built-up  Area,Other,1200.0,2,1,125.0,1,2.0
Super built-up  Area,Other,1355.0,2,3,75.0,1,2.0
Plot  Area,Other,7500.0,4,2,900.0,0,4.0
Super built-up  Area,Other,1280.0,2,1,49.75,1,2.0
Built-up  Area,Other,4200.0,1,2,160.0,1,2.0
Plot  Area,Other,1650.0,3,1,300.0,1,4.0
Super built-up  Area,Other,4104.0,4,3,360.0,1,4.0
Super built-up  Area,Other,1215.0,2,2,49.85,0,2.0
Super built-up  Area,Other,1076.0,2,2,52.0,1,2.0
Plot  Area,Other,2080.0,2,1,150.0,1,2.0
Super built-up  Area,Other,1505.0,2,2,90.0,1,2.0
Plot  Area,Other,1200.0,3,3,95.75,1,3.0
Super built-up  Area,Other,1810.0,4,3,148.0,1,3.0
Super built-up  Area,Other,1250.0,2,3,39.0,1,2.0
Super built-up  Area,Other,1530.0,2,1,97.0,1,3.0
Built-up  Area,Other,1500.0,3,2,70.0,1,3.0
Plot  Area,Other,2000.0,5,0,80.0,1,4.0
Plot  Area,Other,1500.0,2,1,130.0,1,3.0
Super built-up  Area,Other,1600.0,3,3,72.0,1,3.0
Plot  Area,Other,2100.0,6,2,71.0,1,6.0
Super built-up  Area,Other,2500.0,3,3,75.0,1,3.0
Super built-up  Area,Other,1400.0,2,2,80.0,1,2.0
Super built-up  Area,Other,1533.0,3,2,150.0,1,3.0
Super built-up  Area,Other,1100.0,2,2,38.0,1,2.0
Super built-up  Area,Other,3730.0,6,2,450.0,1,4.0
Plot  Area,Other,2400.0,9,3,350.0,1,8.0
Super built-up  Area,Other,745.0,2,0,50.0,1,2.0
Built-up  Area,Other,1460.0,3,2,70.0,1,3.0
Super built-up  Area,Other,1355.0,2,1,95.0,0,2.0
Super built-up  Area,Other,833.0,1,1,49.0,1,1.0
Plot  Area,Other,1750.0,5,1,450.0,1,5.0
Plot  Area,Other,3250.0,5,1,850.0,1,4.0
Super built-up  Area,Other,1037.0,2,1,36.28,1,2.0
Super built-up  Area,Other,3000.0,5,0,270.0,1,4.0
Built-up  Area,Other,1220.0,2,2,68.0,1,2.0
Plot  Area,Other,3811.0,3,2,475.0,1,4.0
Plot  Area,Other,1095.0,3,0,215.0,1,3.0
Super built-up  Area,Other,1545.0,3,3,85.0,1,3.0
Built-up  Area,Other,780.0,2,1,35.0,1,2.0
Plot  Area,Other,1350.0,2,1,110.0,1,2.0
Super built-up  Area,Other,1350.0,2,2,41.0,1,2.0
Super built-up  Area,Other,1200.0,2,1,68.0,1,3.0
Super built-up  Area,Other,1150.0,2,2,49.0,0,2.0
Plot  Area,Other,2000.0,4,2,180.0,1,5.0
Super built-up  Area,Other,1096.0,2,2,48.0,1,2.0
Super built-up  Area,Other,1094.0,2,1,44.0,1,2.0
Super built-up  Area,Other,1100.0,2,2,49.0,1,2.0
Built-up  Area,Other,1280.0,4,1,115.0,1,4.0
Plot  Area,Other,4470.0,3,0,700.0,1,3.0
Plot  Area,Other,1200.0,3,0,85.0,1,3.0
Super built-up  Area,Other,1086.0,2,1,47.5,1,2.0
Super built-up  Area,Other,1655.0,3,2,155.0,1,3.0
Super built-up  Area,Other,1150.0,2,1,74.0,0,2.0
Built-up  Area,Other,1440.0,3,2,65.8,1,3.0
Plot  Area,Other,1200.0,2,0,108.0,1,3.0
Super built-up  Area,Other,1200.0,2,2,75.0,1,2.0
Built-up  Area,Other,1225.0,3,3,60.0,1,3.0
Built-up  Area,Other,1550.0,2,1,60.0,1,3.0
Super built-up  Area,Other,1650.0,3,2,75.0,1,3.0
Built-up  Area,Other,1113.0,2,2,46.0,1,2.0
Plot  Area,Other,1500.0,2,0,203.0,1,2.0
Plot  Area,Other,1800.0,2,0,72.0,1,3.0
Plot  Area,Other,1350.0,4,2,85.0,1,4.0
Carpet  Area,Other,4500.0,9,0,500.0,1,9.0
Super built-up  Area,Other,935.0,2,1,32.73,0,2.0
Plot  Area,Other,600.0,3,2,85.0,1,2.0
Built-up  Area,Other,2500.0,5,2,120.0,1,5.0
Built-up  Area,Other,1550.0,3,2,160.0,1,3.0
Built-up  Area,Other,1140.0,2,2,52.0,1,2.0
Carpet  Area,Other,1050.0,2,3,40.0,1,2.0
Plot  Area,Other,1705.0,2,1,290.0,1,3.0
Built-up  Area,Other,1758.0,3,2,95.0,1,3.0
Super built-up  Area,Other,3179.0,5,3,351.0,0,4.0
Super built-up  Area,Other,909.0,2,1,40.0,1,3.0
Built-up  Area,Other,1200.0,3,0,85.0,1,2.0
Plot  Area,Other,1200.0,2,1,34.0,1,2.0
Plot  Area,Other,2400.0,6,2,408.0,1,6.0
Plot  Area,Other,1290.0,1,0,225.0,1,2.0
Built-up  Area,Other,1800.0,3,3,140.0,1,3.0
Built-up  Area,Other,1000.0,2,2,48.0,1,2.0
Super built-up  Area,Other,1095.0,2,2,38.52,0,2.0
Built-up  Area,Other,3900.0,4,0,333.0,0,4.0
Plot  Area,Other,2400.0,4,2,200.0,1,3.0
Super built-up  Area,Other,1645.0,3,2,87.5,1,3.0
Plot  Area,Other,1650.0,4,3,320.0,1,4.0
Super built-up  Area,Other,1252.0,2,2,55.0,1,2.0
Super built-up  Area,Other,2600.0,3,2,140.0,1,3.0
Super built-up  Area,Other,950.0,2,1,60.0,1,2.0
Built-up  Area,Other,2107.0,4,3,95.0,0,4.0
Super built-up  Area,Other,1450.0,3,3,68.0,1,3.0
Super built-up  Area,Other,2431.0,3,1,100.0,1,3.0
Plot  Area,Other,1200.0,4,2,240.0,1,4.0
Super built-up  Area,Other,1155.0,2,3,56.0,1,2.0
Super built-up  Area,Other,1450.0,2,3,62.63,0,2.0
Super built-up  Area,Other,1900.0,3,2,205.0,1,3.0
Built-up  Area,Other,1365.0,3,2,60.0,1,2.0
Super built-up  Area,Other,1402.0,2,2,85.0,1,3.0
Built-up  Area,Other,1550.0,3,1,75.0,1,3.0
Super built-up  Area,Other,2100.0,3,2,240.0,1,3.0
Plot  Area,Other,5000.0,4,2,290.0,1,4.0
Super built-up  Area,Other,1804.0,2,1,285.0,0,2.0
Super built-up  Area,Other,1100.0,2,1,45.0,1,2.0
Plot  Area,Other,1200.0,3,0,140.0,1,3.0
Built-up  Area,Other,814.0,2,1,55.0,1,2.0
Built-up  Area,Other,1100.0,2,2,44.0,1,2.0
Plot  Area,Other,2400.0,5,2,400.0,1,5.0
Super built-up  Area,Other,830.0,2,2,37.0,1,2.0
Super built-up  Area,Other,1590.0,3,0,120.0,1,3.0
Super built-up  Area,Other,3754.0,6,2,430.0,1,4.0
Built-up  Area,Other,1100.0,2,1,48.0,0,2.0
Super built-up  Area,Other,1230.0,2,2,53.51,1,3.0
Super built-up  Area,Other,1450.0,2,3,89.6,0,3.0
Super built-up  Area,Other,1200.0,4,1,230.0,1,4.0
Built-up  Area,Other,1340.0,2,3,77.0,1,2.0
Plot  Area,Other,12000.0,9,0,1900.0,0,8.0
Built-up  Area,Other,1135.0,2,2,32.91,1,2.0
Built-up  Area,Other,1745.0,3,2,77.0,1,3.0
Super built-up  Area,Other,1665.0,3,2,105.0,1,3.0
Super built-up  Area,Other,1220.0,2,2,48.79,0,2.0
Plot  Area,Other,2300.0,4,0,200.0,1,4.0
Super built-up  Area,Other,1210.0,2,1,76.0,0,2.0
Super built-up  Area,Other,1100.0,2,1,46.0,1,2.0
Built-up  Area,Other,1286.0,3,1,67.0,0,3.0
Built-up  Area,Other,1141.0,2,2,40.0,1,2.0
Plot  Area,Other,2250.0,5,1,360.0,1,5.0
Carpet  Area,Other,1140.0,2,3,45.0,1,2.0
Super built-up  Area,Other,1065.0,2,1,58.0,1,2.0
Super built-up  Area,Other,1082.0,2,0,42.0,1,3.0
Super built-up  Area,Other,1290.0,2,3,40.63,0,2.0
Built-up  Area,Other,1636.0,3,2,97.0,1,3.0
Super built-up  Area,Other,3600.0,4,3,450.0,1,4.0
Built-up  Area,Other,1450.0,3,3,42.0,1,3.0
Super built-up  Area,Other,1120.0,2,2,40.0,0,2.0
Plot  Area,Other,1200.0,3,2,72.0,0,3.0
Plot  Area,Other,1500.0,2,0,65.0,1,3.0
Super built-up  Area,Other,3000.0,8,0,90.0,1,6.0
Plot  Area,Other,1350.0,2,2,280.0,1,3.0
Super built-up  Area,Other,1100.0,2,2,47.0,1,2.0
Plot  Area,Other,1000.0,1,1,75.0,1,2.0
Super built-up  Area,Other,1388.0,3,3,69.99,1,3.0
Super built-up  Area,Other,1176.0,2,2,44.0,1,2.0
Plot  Area,Other,4830.0,5,1,390.0,1,4.0
Built-up  Area,Other,850.0,2,1,75.0,1,2.0
Carpet  Area,Other,1103.0,2,1,55.0,1,2.0
Built-up  Area,Other,1600.0,3,1,64.0,1,3.0
Built-up  Area,Other,1100.0,2,1,55.0,1,2.0
Super built-up  Area,Other,2065.0,3,2,130.0,1,3.0
Built-up  Area,Other,1150.0,2,2,125.0,1,2.0
Super built-up  Area,Other,1250.0,2,0,59.0,1,2.0
Built-up  Area,Other,1115.0,2,0,46.0,1,2.0
Built-up  Area,Other,2550.0,4,2,290.0,1,3.0
Built-up  Area,Other,3080.0,2,1,285.0,1,4.0
Carpet  Area,Other,1130.0,2,1,52.0,1,2.0
Super built-up  Area,Other,3400.0,6,0,420.0,1,4.0
Super built-up  Area,Other,450.0,1,1,25.0,1,1.0
Super built-up  Area,Other,1100.0,2,1,85.0,1,2.0
Super built-up  Area,Other,1550.0,3,2,258.0,0,3.0
Super built-up  Area,Other,966.0,2,1,49.0,0,2.0
Plot  Area,Other,4400.0,4,1,350.0,1,5.0
Built-up  Area,Other,1550.0,2,2,79.0,1,3.0
Super built-up  Area,Other,1540.0,2,2,70.0,1,3.0
Super built-up  Area,Other,1036.0,2,2,110.0,1,2.0
Super built-up  Area,Other,1070.0,2,2,38.9,0,2.0
Super built-up  Area,Other,1041.0,2,1,36.44,1,2.0
Plot  Area,Other,1376.0,4,1,156.0,1,4.0
Carpet  Area,Other,1150.0,2,0,60.0,1,3.0
Super built-up  Area,Other,1508.0,3,1,75.0,1,3.0
Super built-up  Area,Other,1110.0,2,2,58.0,1,2.0
Super built-up  Area,Other,1950.0,3,2,90.0,1,3.0
Super built-up  Area,Other,1080.0,2,1,62.0,0,2.0
Super built-up  Area,Other,999.0,2,1,43.66,0,2.0
Super built-up  Area,Other,1180.0,2,2,40.0,1,2.0
Plot  Area,Other,2800.0,2,0,650.0,1,2.0
Super built-up  Area,Other,1127.0,2,2,55.0,1,2.0
Built-up  Area,Other,1475.0,2,1,200.0,1,3.0
Plot  Area,Other,1200.0,3,3,96.25,1,3.0
Super built-up  Area,Other,1250.0,2,2,65.0,1,3.0
Super built-up  Area,Other,2631.0,3,0,200.0,1,4.0
Built-up  Area,Other,830.0,2,1,60.0,1,2.0
Super built-up  Area,Other,1500.0,2,2,88.0,1,2.0
Built-up  Area,Other,1518.0,3,2,76.0,0,3.0
Built-up  Area,Other,1495.0,2,2,75.0,1,3.0
Built-up  Area,Other,856.0,2,1,48.0,0,2.0
Super built-up  Area,Other,1143.0,2,1,62.0,1,2.0
Super built-up  Area,Other,1070.0,2,2,33.15,1,2.0
Built-up  Area,Other,1117.0,2,1,110.0,1,2.0
Super built-up  Area,Other,600.0,1,1,43.0,1,1.0
Built-up  Area,Other,7500.0,4,0,425.0,1,4.0
Super built-up  Area,Other,1100.0,2,2,52.0,1,2.0
Plot  Area,Other,1200.0,3,0,70.0,1,3.0
Built-up  Area,Other,2675.0,4,2,290.0,1,4.0
Built-up  Area,Other,1016.0,2,1,45.9,1,2.0
Super built-up  Area,Other,1800.0,3,2,88.0,1,3.0
Super built-up  Area,Other,1062.0,2,2,47.0,1,2.0
Built-up  Area,Other,1477.0,2,2,80.0,1,3.0
Super built-up  Area,Other,3500.0,5,0,450.0,1,4.0
Plot  Area,Other,2080.0,4,2,440.0,1,4.0
Super built-up  Area,Other,1793.0,3,2,98.0,1,3.0
Super built-up  Area,Other,960.0,2,1,33.0,1,2.0
Super built-up  Area,Other,620.0,2,1,23.0,1,2.0
Built-up  Area,Other,1400.0,3,2,35.0,1,3.0
Plot  Area,Other,1020.0,2,1,62.0,0,2.0
Super built-up  Area,Other,3563.0,6,1,310.0,1,4.0
Super built-up  Area,Other,1165.0,2,2,47.0,1,2.0
Built-up  Area,Other,1100.0,2,2,43.5,1,2.0
Super built-up  Area,Other,3300.0,5,3,318.0,1,4.0
Plot  Area,Other,1200.0,3,1,165.0,1,3.0
Plot  Area,Other,1440.0,4,0,88.0,1,4.0
Super built-up  Area,Other,2250.0,3,1,113.0,1,3.0
Super built-up  Area,Other,1250.0,3,2,43.0,0,3.0
Super built-up  Area,Other,1718.0,3,3,223.0,1,3.0
Plot  Area,Other,1500.0,4,3,240.0,1,4.0
Super built-up  Area,Other,1200.0,2,2,75.0,1,3.0
Super built-up  Area,Other,985.0,2,1,55.0,1,2.0
Super built-up  Area,Other,1700.0,2,2,68.5,1,3.0
Super built-up  Area,Other,2000.0,4,1,99.0,1,5.0
Super built-up  Area,Other,1643.0,3,2,75.0,1,3.0
Built-up  Area,Other,1740.0,3,2,55.0,1,3.0
Super built-up  Area,Other,4400.0,3,1,901.0,0,3.0
Built-up  Area,Other,1030.0,2,2,80.0,1,2.0
Super built-up  Area,Other,1852.0,2,0,95.0,1,3.0
Built-up  Area,Other,1150.0,2,2,69.0,0,2.0
Built-up  Area,Other,2600.0,3,1,95.0,1,4.0
Built-up  Area,Other,1350.0,2,3,68.0,1,3.0
Super built-up  Area,Other,1500.0,2,1,90.0,1,3.0
Plot  Area,Other,900.0,2,0,55.0,1,2.0
Built-up  Area,Other,850.0,2,0,35.0,1,2.0
Plot  Area,Other,600.0,4,1,110.0,0,2.0
Super built-up  Area,Other,1250.0,2,1,60.0,1,2.0
Super built-up  Area,Other,970.0,2,2,35.0,0,2.0
Built-up  Area,Other,1148.0,2,1,59.0,1,2.0
Built-up  Area,Other,1750.0,2,1,225.0,1,4.0
Built-up  Area,Other,1350.0,3,1,60.0,1,3.0
Built-up  Area,Other,1100.0,2,1,78.0,1,2.0
Plot  Area,Other,1180.0,2,2,74.0,1,2.0
Built-up  Area,Other,4510.0,4,3,200.0,1,3.0
Super built-up  Area,Other,1540.0,3,2,85.0,1,3.0
Super built-up  Area,Other,1033.0,2,2,31.5,0,3.0
Super built-up  Area,Other,1800.0,3,0,230.0,1,3.0
Super built-up  Area,Other,1200.0,2,2,37.0,1,2.0
Super built-up  Area,Other,2000.0,3,2,120.0,1,3.0
Built-up  Area,Other,2000.0,3,1,145.0,0,3.0
Super built-up  Area,Other,500.0,1,1,15.0,1,1.0
Super built-up  Area,Other,850.0,2,1,42.0,1,2.0
Built-up  Area,Other,1165.0,2,1,33.64,0,2.0
Plot  Area,Other,2230.0,4,1,130.0,1,4.0
Plot  Area,Other,2200.0,5,1,100.0,1,4.0
Super built-up  Area,Other,1519.0,3,2,67.23,1,3.0
Super built-up  Area,Other,2777.29,5,2,650.0,0,3.0
Built-up  Area,Other,3160.0,4,3,206.0,0,4.0
Plot  Area,Other,4920.0,5,2,1150.0,0,4.0
Plot  Area,Other,922.0,2,1,70.0,1,2.0
Built-up  Area,Other,850.0,2,1,72.0,1,2.0
Plot  Area,Other,1200.0,1,0,65.0,1,2.0
Super built-up  Area,Other,1442.0,3,2,56.24,1,3.0
Super built-up  Area,Other,1233.0,2,3,100.0,1,2.0
Super built-up  Area,Other,1840.0,3,3,85.0,1,3.0
Built-up  Area,Other,1100.0,2,2,57.0,1,2.0
Super built-up  Area,Other,1040.0,2,1,46.79,1,2.0
Plot  Area,Other,1200.0,2,0,53.0,1,2.0
Built-up  Area,Other,2050.0,3,1,100.0,1,4.0
Super built-up  Area,Other,800.0,2,2,30.0,1,2.0
